feature_name	t.val	p.val	adj.p.val
Mean_nuclei_RadialDistribution_RadialCV_Hematoxylin_2of4	-3.78957776349645	0.000349569765152876	0.00181447329783904
Mean_nuclei_Texture_SumAverage_Hematoxylin_3_02_256	3.94290001930217	0.000352312408973117	0.00181447329783904
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_4	3.9080756778916	0.000351307155679852	0.00181447329783904
StDev_nuclei_Texture_SumAverage_Hematoxylin_3_02_256	-4.02709317238129	0.000352526240723014	0.00181447329783904
StDev_nuclei_Texture_SumAverage_Hematoxylin_3_03_256	-4.01764328869218	0.000358688902955088	0.00183846822644345
Mean_nuclei_Texture_SumAverage_Hematoxylin_3_01_256	3.92733980571113	0.000366988786619071	0.00187317193170151
StDev_plasm_Texture_SumEntropy_Hematoxylin_3_00_256	-4.03055377767171	0.000368791217162415	0.00187456116607452
StDev_nuclei_AreaShape_Zernike_0_0	4.11411175960393	0.000370435005017914	0.00187513587250803
Mean_nuclei_Texture_Entropy_Hematoxylin_3_01_256	-3.92725211895751	0.000380954923285597	0.00192045177376484
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_4	3.91544760841081	0.000391998584343122	0.0019680256795915
Mean_nuclei_Texture_Entropy_Hematoxylin_3_03_256	-3.90976997019475	0.000394380418770873	0.00197190209385437
Mean_nuclei_Intensity_StdIntensity_Hematoxylin	-3.89750077244034	0.000404085217098241	0.00201221297132254
Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	3.86804498393041	0.0004197630576516	0.00208182083248263
bladder_glrlm_RunEntropy	-3.89019912027117	0.000422706762687747	0.00208796687214714
Mean_nuclei_Texture_SumAverage_Hematoxylin_3_03_256	3.87605744606713	0.000428206174730552	0.00210663680339328
bladder_firstorder_InterquartileRange	-3.84650086566724	0.000453168456389037	0.00222052543630628
Median_nuclei_Texture_Entropy_Hematoxylin_3_00_256	-3.85267317673198	0.000475907919018036	0.00232265817050635
Median_nuclei_Texture_Entropy_Hematoxylin_3_02_256	-3.84123635836406	0.000501576478708104	0.00243821899371995
Mean_plasm_Texture_DifferenceEntropy_Hematoxylin_3_00_256	3.78159142192243	0.000505059268733816	0.00244365196104258
Median_plasm_AreaShape_MeanRadius	-3.84908340188361	0.000506683753554952	0.00244365196104258
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	-3.90112480930463	0.000514315706124731	0.00247073231373645
StDev_nuclei_Intensity_MeanIntensity_Hematoxylin	-3.89447376414706	0.000523877341652536	0.00250683493564202
StDev_nuclei_AreaShape_FormFactor	3.92381742178035	0.000530262114470716	0.00252751396975341
StDev_nuclei_AreaShape_Extent	3.92752550105889	0.000538664634324395	0.00255761308933095
Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_1of4	-3.7803851016292	0.000550795143835332	0.00260511216678873
Mean_nuclei_Intensity_MeanIntensity_Hematoxylin	3.79472594067149	0.000559362147709774	0.00263545627286336
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	3.78922177135004	0.000568238677383551	0.0026670206122408
cancer_shape_SurfaceVolumeRatio	3.81775568323308	0.000580377549271412	0.00271359732006672
bladder_glszm_GrayLevelNonUniformityNormalized	3.88445171260115	0.000586242568246618	0.00273059751369623
Median_plasm_Texture_SumAverage_Hematoxylin_3_00_256	3.71041985266587	0.000635624166898678	0.00294939244110182
Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	-3.68875363969409	0.000674043823170685	0.00310843185316341
Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-3.68536085180858	0.000674973773829769	0.00310843185316341
Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_2of4	-3.71511096921102	0.000684350129042745	0.00313980864448451
Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_02_256	-3.65836584575339	0.000734425347757179	0.00335698153359158
cancer_firstorder_10Percentile	-3.56412442645069	0.000759557382635105	0.00345895090605206
bladder_firstorder_Variance	-3.44284993945966	0.000800881781402851	0.00362930236833932
bladder_gldm_GrayLevelVariance	-3.44211454059687	0.000802890564750983	0.00362930236833932
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_6	3.68189551025995	0.000856058796445521	0.00383573972979334
StDev_nuclei_Intensity_MedianIntensity_Hematoxylin	-3.68191139180179	0.000857953213031327	0.00383573972979334
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	3.61746289121372	0.000851952394592767	0.00383573972979334
Median_plasm_AreaShape_FormFactor	-3.72872786468139	0.000870336951023998	0.0038769555091069
Texture_InfoMeas2_Hematoxylin_3_02_256	-3.6363164477597	0.000876239335909496	0.00388910574814903
bladder_firstorder_Entropy	-3.68688604266134	0.000880924480272733	0.00389578515644079
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	3.71514504705558	0.000900021934808311	0.00396592399331001
Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_4of4	3.59169364298726	0.000979162192480509	0.00429918883795205
bladder_glcm_ClusterTendency	-3.38376422515398	0.00098854153333056	0.0043248692083212
Median_plasm_Texture_SumAverage_Hematoxylin_3_02_256	3.54809037741957	0.00105141913228408	0.00458358874394307
StDev_plasm_AreaShape_Extent	3.66350423036043	0.00107935394495676	0.0046886829169221
StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	3.48621452855946	0.00108928869181733	0.00471511889567574
Median_plasm_Texture_SumAverage_Hematoxylin_3_01_256	3.52953062525673	0.00109634964009355	0.0047289729194176
bladder_glcm_SumSquares	-3.34350078301422	0.00111631109338606	0.00479817926104534
Mean_nuclei_AreaShape_Zernike_4_0	3.67570790044729	0.00112388344512335	0.00481383643453182
Median_nuclei_Texture_DifferenceVariance_Hematoxylin_3_02_256	-3.51954314849007	0.00113030554300353	0.00482447487867362
Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_2of4	-3.5384097361455	0.0011588152658996	0.00491193322050868
Median_plasm_Texture_SumAverage_Hematoxylin_3_03_256	3.51189631053971	0.00115562512874803	0.00491193322050868
bladder_glrlm_GrayLevelNonUniformityNormalized	3.60217384204689	0.00118229288024644	0.0049853009122918
Median_plasm_AreaShape_Zernike_2_0	-3.61288122224926	0.00118426331875666	0.0049853009122918
Median_plasm_AreaShape_Zernike_0_0	-3.59081771011712	0.00119596569433669	0.00501732183411798
Texture_InfoMeas2_Hematoxylin_3_00_256	-3.50617839484079	0.00120856226220897	0.00505286270036174
Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_4of4	3.51986190735681	0.0012218502993346	0.00509104291389419
Median_plasm_Intensity_MeanIntensity_Hematoxylin	3.47443356005116	0.00136809796668973	0.00568108477693192
cancer_firstorder_Energy	-3.27336152938785	0.00137791146052373	0.00570250519980259
Mean_nuclei_Intensity_MeanIntensityEdge_Hematoxylin	3.49947502524062	0.00141799504511004	0.00582900647738188
Median_nuclei_Intensity_MeanIntensityEdge_Hematoxylin	3.50314382520987	0.00141350244130213	0.00582900647738188
bladder_firstorder_Skewness	-3.23324129035254	0.00156554550008286	0.00641402420602511
Mean_plasm_AreaShape_Zernike_2_0	-3.49101718044787	0.00160971348605367	0.00657299673471914
bladder_glrlm_GrayLevelVariance	-3.23040688651235	0.00162744888783909	0.00662333849701955
Mean_plasm_AreaShape_FormFactor	-3.42366099489655	0.00194021623594875	0.00783180804159721
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_6	3.38309485464643	0.00194356705685351	0.00783180804159721
Median_nuclei_Texture_SumAverage_Hematoxylin_3_02_256	3.35316433160665	0.00194188654981426	0.00783180804159721
Median_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	3.33044063856386	0.00206874557346761	0.00830889615573056
Median_nuclei_Texture_SumAverage_Hematoxylin_3_01_256	3.32128354461069	0.00212258855371717	0.00849729077876972
cancer_glrlm_RunLengthNonUniformity	-3.13573759431873	0.00216647190842128	0.00864471689842369
Median_plasm_AreaShape_Zernike_9_9	-3.35423132059187	0.00219492876143416	0.0087298303011586
cancer_glszm_LargeAreaEmphasis	-3.1305935170578	0.00225149852907658	0.00892584368323238
cancer_glszm_ZoneVariance	-3.12885420438945	0.00226329349424122	0.00894365977563063
Median_nuclei_Texture_SumAverage_Hematoxylin_3_03_256	3.27637994347139	0.00241032072436078	0.00949402857666225
bladder_firstorder_Uniformity	3.33601374596892	0.00242484076877057	0.00952060878764084
StDev_nuclei_AreaShape_Solidity	3.35115730928252	0.00243660297893886	0.00953622571629428
StDev_plasm_Intensity_UpperQuartileIntensity_Hematoxylin	-3.25991555427984	0.00244940170614505	0.00955578691091621
Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	-3.25925187140763	0.00246685051172277	0.00955678100378569
Mean_plasm_AreaShape_Zernike_9_9	-3.34348344683588	0.00246044754399706	0.00955678100378569
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_6	3.31968585468524	0.00247306088016332	0.00955678100378569
Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_01_256	-3.2346428629901	0.00249876214053954	0.00962573466088345
StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_02_256	-3.273252678043	0.00251333868319793	0.00965153569566602
cancer_firstorder_90Percentile	-3.26768196092069	0.00255753719801753	0.00979057208616084
cancer_gldm_DependenceNonUniformity	-3.0799799050595	0.00258205057227353	0.009853619785156
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_4	3.30043045652972	0.00261296071425987	0.00994061141294516
cancer_glszm_SizeZoneNonUniformity	-3.07077225432061	0.00263654567886832	0.0099847518702863
Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	-3.24693637511573	0.00264086498446756	0.0099847518702863
StDev_plasm_AreaShape_Solidity	3.30335543479573	0.00271377070443185	0.0102288280397816
cancer_glrlm_GrayLevelNonUniformity	-3.07314283353559	0.00284857291293096	0.010671259383304
Mean_nuclei_Texture_Entropy_Hematoxylin_3_02_256	-3.20814431678764	0.00284315429262599	0.010671259383304
Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	3.17930731812438	0.00286195523723995	0.0106887047732285
Median_nuclei_Texture_SumEntropy_Hematoxylin_3_03_256	-3.21125198683939	0.00289178464750098	0.0107672832619717
StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_03_256	-3.04497651144906	0.0029018309457371	0.0107719482076604
cancer_glcm_JointAverage	-3.03508503099583	0.00312171986119082	0.0115531928397545
Texture_InfoMeas1_Hematoxylin_3_02_256	3.10967199042199	0.00317569232221876	0.0117175394419216
Median_nuclei_Intensity_MeanIntensity_Hematoxylin	3.17179641308687	0.00324136692703133	0.0119239474042444
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	3.16862283777031	0.00326189038599884	0.0119635201282891
Median_plasm_Texture_SumEntropy_Hematoxylin_3_01_256	-3.10099121808178	0.00331169933397923	0.0121099453257449
Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	-3.16110298684819	0.00332869362040992	0.0121358621577445
Median_plasm_Texture_SumEntropy_Hematoxylin_3_03_256	-3.11010344172088	0.0033406012128689	0.0121431349725947
cancer_shape_Maximum2DDiameterSlice	-3.14019440552007	0.00346526149947134	0.0124880172890441
Mean_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_02_256	-3.03050458632082	0.00346606194144897	0.0124880172890441
Mean_plasm_AreaShape_Extent	-3.2032531373438	0.00345294025384523	0.0124880172890441
Median_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	3.12143080664673	0.00350704265279317	0.0125986136354007
Median_nuclei_RadialDistribution_RadialCV_Hematoxylin_3of4	-3.06979653677898	0.00352365820957682	0.0126212903705602
Mean_plasm_Texture_DifferenceEntropy_Hematoxylin_3_02_256	3.10307361359656	0.00363696497859339	0.0129891606378335
Mean_plasm_AreaShape_Zernike_0_0	-3.15215791298511	0.00378241715515084	0.0134693634158715
cancer_gldm_GrayLevelNonUniformity	-2.98088046396591	0.00382020661041783	0.013564501732643
StDev_nuclei_RadialDistribution_MeanFrac_Hematoxylin_1of4	-3.09802496723829	0.00386178484255527	0.0136725041391046
Median_plasm_AreaShape_Zernike_1_1	-3.13642854280077	0.00390883191105024	0.0137991904640822
Median_nuclei_AreaShape_Zernike_4_0	3.17541138103117	0.00393719998473014	0.0138593964979725
Median_nuclei_Texture_SumEntropy_Hematoxylin_3_01_256	-3.09436885884483	0.00395034641200058	0.0138658290965637
bladder_glcm_JointEntropy	-3.1207560384853	0.00397145974782144	0.013900109117375
Median_plasm_AreaShape_Extent	-3.1305980948694	0.00413451848004184	0.0144295872878953
Mean_nuclei_AreaShape_Zernike_2_0	-3.09011802302917	0.00419216361987791	0.0145892057794047
Median_plasm_Texture_SumEntropy_Hematoxylin_3_00_256	-3.0250556879196	0.00422861312229457	0.0146743656510222
Median_nuclei_Texture_SumEntropy_Hematoxylin_3_00_256	-3.06375361221826	0.00432859746618271	0.0149367095664051
StDev_plasm_AreaShape_Zernike_4_4	-3.0915786283281	0.00432533186043331	0.0149367095664051
StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_01_256	-2.90790252406082	0.00439286803894288	0.0151159082800703
Mean_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-2.93668844798735	0.00451508591809801	0.0154929418758265
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_6	3.08639291859801	0.00454160239702928	0.0155403992635779
Median_nuclei_Texture_SumEntropy_Hematoxylin_3_02_256	-3.03897011930458	0.00460363648729514	0.0157087874566478
StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_03_256	-3.04465495268402	0.00467287857135347	0.0159007673608555
Texture_InfoMeas1_Hematoxylin_3_00_256	2.96661212299581	0.00478525373246045	0.0162380493691525
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_9	3.05906905923832	0.0048240433368759	0.0162794850900082
Median_plasm_Texture_SumEntropy_Hematoxylin_3_02_256	-2.97444249685886	0.00481772969983406	0.0162794850900082
StDev_nuclei_AreaShape_Compactness	3.0788159825405	0.00488824550889359	0.0164508262318534
cancer_glszm_GrayLevelNonUniformity	-2.86008821785363	0.00511425121877923	0.0171642677890536
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_4	3.02280420054051	0.00534302807490729	0.01788308576984
StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	-2.83789744671696	0.00543219502964207	0.0181319861343639
bladder_glszm_GrayLevelVariance	-2.8336739919662	0.00552372812161221	0.0183400913130591
Mean_nuclei_Texture_SumEntropy_Hematoxylin_3_01_256	-2.97326092691664	0.00552448464858679	0.0183400913130591
Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	-2.95122745114025	0.00563121512685676	0.0185956577539845
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_8	3.01073884090013	0.00563182777692103	0.0185956577539845
StDev_nuclei_Texture_Contrast_Hematoxylin_3_00_256	2.98187682386215	0.00576732439872805	0.0189918612592523
cancer_glszm_SmallAreaHighGrayLevelEmphasis	-2.80769318721127	0.00587726498260018	0.0193020096613545
Median_plasm_Texture_DifferenceEntropy_Hematoxylin_3_00_256	2.92522461128211	0.00591398719450495	0.0193706799820015
bladder_shape_MinorAxisLength	2.89335490494346	0.00607276834033365	0.0198237218990902
StDev_plasm_AreaShape_Compactness	3.02152651839148	0.00608466892576158	0.0198237218990902
StDev_nuclei_Intensity_UpperQuartileIntensity_Hematoxylin	-2.91276156870795	0.00623839749586246	0.020270654993187
Mean_plasm_AreaShape_Zernike_1_1	-2.95695754030313	0.00627747999995626	0.0203436851850434
Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_4of4	2.8987659666192	0.00630311159917585	0.0203728541134312
Mean_nuclei_Intensity_UpperQuartileIntensity_Hematoxylin	2.89610742642441	0.00651741909644781	0.0209001005056245
StDev_nuclei_AreaShape_Zernike_6_4	-2.93365586426075	0.00649029516481171	0.0209001005056245
StDev_plasm_Texture_InfoMeas2_Hematoxylin_3_02_256	2.99307878707676	0.00651738472969252	0.0209001005056245
bladder_shape_Elongation	2.84234430513148	0.0065645152111418	0.0209961648398138
bladder_firstorder_Maximum	-2.76119884660082	0.00664083331953395	0.0211849500427841
Mean_nuclei_Texture_SumEntropy_Hematoxylin_3_03_256	-2.89924311186404	0.00669994575403585	0.0213077434973073
StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_02_256	-2.76439347499393	0.00671411346119233	0.0213077434973073
cancer_glszm_HighGrayLevelZoneEmphasis	-2.75603500532964	0.00680087228158411	0.0215273089016551
Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	-2.93154393508384	0.0068246790958645	0.0215469894134897
bladder_glcm_Contrast	-2.7521673521146	0.00687410336267442	0.0215917349212209
Median_plasm_Intensity_MinIntensityEdge_Hematoxylin	2.90360394876449	0.00686382221336536	0.0215917349212209
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_7_7	2.86462127253847	0.00706197346076988	0.0221251086686524
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0	2.83110871045312	0.00710889045415404	0.0222152826692314
Mean_plasm_Intensity_UpperQuartileIntensity_Hematoxylin	2.83815867397088	0.00735001687377013	0.0229103579398687
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_9	2.89109210715474	0.0074703161839866	0.0232262368664558
Mean_plasm_AreaShape_Solidity	-2.88990702529269	0.00749925719863258	0.0232571900463922
StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_00_256	-2.86242698059366	0.00752891352215493	0.0232901996581813
Mean_plasm_Intensity_MinIntensityEdge_Hematoxylin	2.86049096218464	0.00771307650935427	0.0237997952744559
Mean_nuclei_Texture_SumEntropy_Hematoxylin_3_00_256	-2.83415989544049	0.00790992500515925	0.0243458747018092
cancer_shape_MajorAxisLength	-2.8312557083996	0.00798569074017196	0.0244561778917766
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_5	2.8615071135405	0.00797966119131469	0.0244561778917766
Median_nuclei_AreaShape_Zernike_2_0	-2.8426868706328	0.00809261646374352	0.0247218333368723
Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_6_2	2.80961179134837	0.00816631217806084	0.0248849065127476
Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_4of4	2.79931475958653	0.00821815082987558	0.0249188979371227
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_3	2.8191041825356	0.0082033633039898	0.0249188979371227
Mean_plasm_Texture_SumEntropy_Hematoxylin_3_01_256	-2.76316192191178	0.00838123933414875	0.0253506621835364
Median_nuclei_Intensity_MinIntensity_Hematoxylin	2.82044550870017	0.00846772760489344	0.025549178118213
StDev_plasm_Texture_InfoMeas2_Hematoxylin_3_00_256	2.8763231606682	0.00853610983362701	0.0256922224722189
StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	-2.76898396538324	0.00864659366373632	0.0259609736227377
Median_plasm_AreaShape_Solidity	-2.81776001571519	0.0088199170542505	0.0264166219840021
cancer_shape_MinorAxisLength	-2.7887977670676	0.0089114208480741	0.0265956068808412
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_5	2.78008467922787	0.00892309749226592	0.0265956068808412
Mean_nuclei_AreaShape_Zernike_3_3	-2.78576576098777	0.00899046663962913	0.026666638337883
Median_nuclei_Intensity_MinIntensityEdge_Hematoxylin	2.80149452973024	0.00897415716649143	0.026666638337883
StDev_nuclei_RadialDistribution_MeanFrac_Hematoxylin_2of4	-2.77262622795522	0.00927632387085776	0.0274480597628037
Mean_plasm_AreaShape_Zernike_7_7	-2.77550053581412	0.00944972113410141	0.0278055191168697
Mean_plasm_Intensity_MedianIntensity_Hematoxylin	2.73629417501823	0.00943950243544061	0.0278055191168697
Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	-2.74799035488336	0.00946522569121198	0.0278055191168697
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_4	2.77338182674884	0.00951558298042529	0.0278865769163181
Mean_nuclei_Texture_SumEntropy_Hematoxylin_3_02_256	-2.75561410037162	0.00964882439037242	0.0282095701150506
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_7_7	2.7539822281819	0.00973955580994414	0.028339562629885
StDev_plasm_AreaShape_FormFactor	2.79404292806791	0.00971711350050598	0.028339562629885
StDev_plasm_Texture_Contrast_Hematoxylin_3_00_256	2.76807918343109	0.00978196939851216	0.0283699414270005
StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_01_256	-2.76378047830624	0.00979631446826221	0.0283699414270005
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_5	2.76276786415243	0.00982662131193324	0.0283905922337694
bladder_glcm_DifferenceVariance	-2.61575098176269	0.0100807728542103	0.0290563452856651
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_7_7	2.73286861130587	0.0105376880389799	0.0303020372012919
cancer_gldm_SmallDependenceHighGrayLevelEmphasis	-2.59256555642144	0.0106644908184852	0.0303813982619638
Median_plasm_Intensity_MinIntensity_Hematoxylin	2.70284875134693	0.0106510107487678	0.0303813982619638
StDev_nuclei_AreaShape_Zernike_4_0	2.7473598840713	0.0106387935508271	0.0303813982619638
Texture_InfoMeas2_Hematoxylin_3_03_256	-2.69739521981036	0.0106070129510225	0.0303813982619638
Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_03_256	-2.69242434545146	0.0107511471996468	0.0304690580649046
Texture_SumEntropy_Hematoxylin_3_01_256	-2.73035557012083	0.01074826429547	0.0304690580649046
Texture_SumEntropy_Hematoxylin_3_03_256	-2.72954596268221	0.0107698792996765	0.0304690580649046
Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_03_256	-2.66887907729864	0.0114440345350088	0.0323017103810733
Mean_nuclei_Intensity_MinIntensity_Hematoxylin	2.69833657946915	0.0115127001247939	0.0323892167886038
StDev_nuclei_AreaShape_BoundingBoxArea	-2.7109906100261	0.0115338642891045	0.0323892167886038
StDev_nuclei_RadialDistribution_MeanFrac_Hematoxylin_4of4	-2.68709139389278	0.0115543573360162	0.0323892167886038
Mean_nuclei_Intensity_MedianIntensity_Hematoxylin	2.65768176610766	0.0119261899785141	0.0332792317168105
Mean_nuclei_Intensity_MinIntensityEdge_Hematoxylin	2.6893060219753	0.0119127465590558	0.0332792317168105
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_4	2.6585329322778	0.0120873568760169	0.0336523003934562
Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_2of4	-2.64037858993283	0.0121417257123514	0.0337270158676427
StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	2.66760421183232	0.0121932247806561	0.0337934397201443
Mean_plasm_Texture_SumEntropy_Hematoxylin_3_03_256	-2.61407967633201	0.0123950827870887	0.0342753417927397
StDev_nuclei_AreaShape_BoundingBoxMinimum_Y	-2.68590478231887	0.0125341947836191	0.0345819563286787
bladder_gldm_SmallDependenceEmphasis	-2.59947744440164	0.0127463329784815	0.0350882199969436
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_7_3	2.60435201818693	0.0128220128351785	0.0352174119351876
cancer_firstorder_Range	-2.51481479803221	0.0132676445626272	0.0360271071048778
cancer_gldm_DependenceEntropy	-2.65715321011116	0.0132932672746161	0.0360271071048778
Median_nuclei_Texture_DifferenceVariance_Hematoxylin_3_03_256	-2.60843259810424	0.013200921418937	0.0360271071048778
StDev_nuclei_AreaShape_Center_Y	-2.66054163128402	0.0132889692617166	0.0360271071048778
StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin	-2.66390346268498	0.0131833550311961	0.0360271071048778
StDev_nuclei_Location_Center_Y	-2.66054163128402	0.0132889692617166	0.0360271071048778
Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	-2.59392966937835	0.0135906460450506	0.0367517470313178
Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	-2.5925139577743	0.0136850086575959	0.0367991429356307
Median_plasm_Intensity_MaxIntensityEdge_Hematoxylin	2.62347600195556	0.0136975537932729	0.0367991429356307
StDev_nuclei_AreaShape_BoundingBoxMaximum_Y	-2.64736723915805	0.0136982932070593	0.0367991429356307
StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	-2.4989190900976	0.0138569253033335	0.0370627368921038
StDev_plasm_AreaShape_BoundingBoxMinimum_Y	-2.6442634711101	0.0138474711681406	0.0370627368921038
cancer_glrlm_HighGrayLevelRunEmphasis	-2.49682761625438	0.0139227143199472	0.0371575708974626
Mean_plasm_Texture_SumEntropy_Hematoxylin_3_00_256	-2.56512691568479	0.0140264261178202	0.0372901139211779
StDev_plasm_Texture_InfoMeas2_Hematoxylin_3_01_256	2.65997852736633	0.0140332591980923	0.0372901139211779
StDev_nuclei_Location_MaxIntensity_Y_Hematoxylin	-2.6352953775805	0.0140725553432137	0.0373135937130668
cancer_gldm_HighGrayLevelEmphasis	-2.48863849824276	0.0142301798769534	0.0375689016148017
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_5	2.59699809913731	0.0142028461664636	0.0375689016148017
Texture_SumEntropy_Hematoxylin_3_00_256	-2.60971161562474	0.0142944213230411	0.0376573464961836
cancer_glcm_Autocorrelation	-2.48386020355661	0.0144125877989677	0.0378871674972863
bladder_glcm_JointEnergy	2.62005388445119	0.0145228965495459	0.0380953924479524
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_1	2.6202120581758	0.0145853507077287	0.0381774671302728
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0	2.58261727600187	0.0146256276210916	0.0382012661744929
Mean_plasm_AreaShape_Compactness	2.63604513455651	0.0148308957446305	0.0386549942280263
Mean_plasm_Intensity_MaxIntensityEdge_Hematoxylin	2.58244054377413	0.0150414864325444	0.0391206388107576
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_4	-2.6118363825108	0.0151219886376404	0.0392466866125202
Texture_SumEntropy_Hematoxylin_3_02_256	-2.58462834798528	0.0151775924965213	0.0393077184106524
cancer_glrlm_ShortRunHighGrayLevelEmphasis	-2.46143159053934	0.0152683691817076	0.0393763205212459
StDev_plasm_Texture_InfoMeas2_Hematoxylin_3_03_256	2.62404686124161	0.0152420482457768	0.0393763205212459
StDev_plasm_AreaShape_Zernike_8_6	-2.57860828409401	0.0153263795216991	0.0394428884749608
bladder_glcm_ClusterProminence	-2.4643941711802	0.0153792640193178	0.0394960134668016
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_9_9	2.57197237328731	0.0158147584152601	0.0405294540976853
cancer_shape_Maximum3DDiameter	-2.54177620510022	0.0160497505116471	0.0410458128951309
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_4	2.52848505665134	0.0161194177038222	0.0411380972649628
Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_01_256	-2.51864452638128	0.0166313731426355	0.0423564076917432
StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_02_256	-2.4270878840689	0.0167676637049625	0.0426149129431101
Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_2of4	-2.50628429140985	0.0169296019427235	0.042937396231545
StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	-2.54373752230651	0.0173788257177641	0.0439856642650021
cancer_glszm_SmallAreaLowGrayLevelEmphasis	2.55251566210886	0.0175911901468553	0.0444313565564901
